k,regressor,VA,RMSE,r2,file_type,dynamic,feature_sel,selection_method,pearson_treshold,max_features
4,RF,A(mean),0.17600012840878684,-0.11445019167801349,eda,True,False,none,0.0,0
4,LR,V(std),0.17209999573295895,-3.843328154960042,eda,True,False,none,0.0,0
4,Lasso,V(std),0.09369147339337927,-0.19311079699320335,eda,True,False,none,0.0,0
4,ElasticNet,V(std),0.09369147339337927,-0.19311079699320335,eda,True,False,none,0.0,0
4,Ridge,V(std),0.10939260297493918,-0.6681244159694255,eda,True,False,none,0.0,0
4,DT,V(std),0.12295756331061522,-1.4034604731897748,eda,True,False,none,0.0,0
4,RF,V(std),0.09801403967397723,-0.233229040907348,eda,True,False,none,0.0,0
4,LR,A(std),0.20281916543829936,-6.325512104612282,eda,True,False,none,0.0,0
4,Lasso,A(std),0.09813373855980559,-0.0643470340844858,eda,True,False,none,0.0,0
4,ElasticNet,A(std),0.09813373855980559,-0.0643470340844858,eda,True,False,none,0.0,0
4,Ridge,A(std),0.11227699248447791,-0.4707786044385062,eda,True,False,none,0.0,0
4,DT,A(std),0.1202700865026342,-0.7977918573118004,eda,True,False,none,0.0,0
4,RF,A(std),0.10607050918383072,-0.13736652842398128,eda,True,False,none,0.0,0
5,LR,V(mean),0.2771483950430003,-7.084588875177556,eda,True,True,Pearson,0.05,0
5,Lasso,V(mean),0.1482519889732578,-0.12331700608875465,eda,True,True,Pearson,0.05,0
5,ElasticNet,V(mean),0.1482519889732578,-0.12331700608875465,eda,True,True,Pearson,0.05,0
5,Ridge,V(mean),0.1621093688296849,-0.45228099956906365,eda,True,True,Pearson,0.05,0
5,DT,V(mean),0.1722216655820356,-0.44333252200533596,eda,True,True,Pearson,0.05,0
5,RF,V(mean),0.15053063569772973,-0.12447702917644725,eda,True,True,Pearson,0.05,0
5,LR,A(mean),0.30783763001653563,-6.082595980721005,eda,True,True,Pearson,0.05,0
5,Lasso,A(mean),0.16441328308872571,-0.13154413080984984,eda,True,True,Pearson,0.05,0
5,ElasticNet,A(mean),0.16441328308872571,-0.13154413080984984,eda,True,True,Pearson,0.05,0
5,Ridge,A(mean),0.20325405293819826,-1.0937964621696685,eda,True,True,Pearson,0.05,0
5,DT,A(mean),0.21863467925664787,-0.9847198552396732,eda,True,True,Pearson,0.05,0
5,RF,A(mean),0.17273435634941314,-0.26819985842296995,eda,True,True,Pearson,0.05,0
5,LR,V(std),0.1426624622179234,-1.9497528321188995,eda,True,True,Pearson,0.05,0
5,Lasso,V(std),0.09369147339337927,-0.19311079699320335,eda,True,True,Pearson,0.05,0
5,ElasticNet,V(std),0.09369147339337927,-0.19311079699320335,eda,True,True,Pearson,0.05,0
5,Ridge,V(std),0.10176544962754952,-0.4621097434903089,eda,True,True,Pearson,0.05,0
5,DT,V(std),0.12675043186467438,-1.2038953027622405,eda,True,True,Pearson,0.05,0
5,RF,V(std),0.09842239484756876,-0.2522336195087684,eda,True,True,Pearson,0.05,0
5,LR,A(std),0.12610423314191993,-1.2561527312620613,eda,True,True,Pearson,0.05,0
5,Lasso,A(std),0.09813373855980559,-0.0643470340844858,eda,True,True,Pearson,0.05,0
5,ElasticNet,A(std),0.09813373855980559,-0.0643470340844858,eda,True,True,Pearson,0.05,0
5,Ridge,A(std),0.10635822196978392,-0.2937010544669148,eda,True,True,Pearson,0.05,0
5,DT,A(std),0.12647383285443656,-1.1472361144536551,eda,True,True,Pearson,0.05,0
5,RF,A(std),0.10281963305743862,-0.19313738419514054,eda,True,True,Pearson,0.05,0
6,LR,V(mean),0.1917048463278973,-1.2016911204597598,eda,True,True,RFE,0.0,0
6,Lasso,V(mean),0.1482519889732578,-0.12331700608875465,eda,True,True,RFE,0.0,0
6,ElasticNet,V(mean),0.1482519889732578,-0.12331700608875465,eda,True,True,RFE,0.0,0
6,Ridge,V(mean),0.16677838828588495,-0.5367493544621774,eda,True,True,RFE,0.0,0
6,DT,V(mean),0.16536225398307933,-0.5114766950530732,eda,True,True,RFE,0.0,0
6,RF,V(mean),0.14517500343788406,-0.11324560586164893,eda,True,True,RFE,0.0,0
6,LR,A(mean),0.2191928879080581,-1.5849939983846586,eda,True,True,RFE,0.0,0
6,Lasso,A(mean),0.16441328308872571,-0.13154413080984984,eda,True,True,RFE,0.0,0
6,ElasticNet,A(mean),0.16441328308872571,-0.13154413080984984,eda,True,True,RFE,0.0,0
6,Ridge,A(mean),0.1839674080292296,-0.4780129671758079,eda,True,True,RFE,0.0,0
6,DT,A(mean),0.21011509853236263,-1.0365197307396072,eda,True,True,RFE,0.0,0
6,RF,A(mean),0.17382362528290293,-0.19514540640389616,eda,True,True,RFE,0.0,0
6,LR,V(std),0.09501438624274422,-0.20943456250274056,eda,True,True,RFE,0.0,0
6,Lasso,V(std),0.09369147339337927,-0.19311079699320335,eda,True,True,RFE,0.0,0
6,ElasticNet,V(std),0.09369147339337927,-0.19311079699320335,eda,True,True,RFE,0.0,0
6,Ridge,V(std),0.09613133874586781,-0.24316374648320466,eda,True,True,RFE,0.0,0
6,DT,V(std),0.11503131775878435,-1.438715445787968,eda,True,True,RFE,0.0,0
6,RF,V(std),0.09722383168323087,-0.3131475794161778,eda,True,True,RFE,0.0,0
6,LR,A(std),0.10281440263490826,-0.1727985941211746,eda,True,True,RFE,0.0,0
6,Lasso,A(std),0.09813373855980559,-0.0643470340844858,eda,True,True,RFE,0.0,0
6,ElasticNet,A(std),0.09813373855980559,-0.0643470340844858,eda,True,True,RFE,0.0,0
6,Ridge,A(std),0.09943126301412908,-0.09482983286319548,eda,True,True,RFE,0.0,0
6,DT,A(std),0.12028621653516651,-0.7657607416831167,eda,True,True,RFE,0.0,0
6,RF,A(std),0.10696174805437694,-0.337255516333688,eda,True,True,RFE,0.0,0
7,LR,V(mean),0.14133482855464066,-0.016155777422936512,eda,True,True,embedded,0.0,0
7,Lasso,V(mean),0.1482519889732578,-0.12331700608875465,eda,True,True,embedded,0.0,0
7,ElasticNet,V(mean),0.1482519889732578,-0.12331700608875465,eda,True,True,embedded,0.0,0
7,Ridge,V(mean),0.14125449170589954,-0.012943011476990196,eda,True,True,embedded,0.0,0
7,DT,V(mean),0.18175449789581594,-0.8258640161273403,eda,True,True,embedded,0.0,0
7,RF,V(mean),0.1560474919733698,-0.3254662278979682,eda,True,True,embedded,0.0,0
7,LR,A(mean),0.1602471394600727,-0.08957418033746023,eda,True,True,embedded,0.0,0
7,Lasso,A(mean),0.16441328308872571,-0.13154413080984984,eda,True,True,embedded,0.0,0
7,ElasticNet,A(mean),0.16441328308872571,-0.13154413080984984,eda,True,True,embedded,0.0,0
7,Ridge,A(mean),0.16015545656398797,-0.08814883780430052,eda,True,True,embedded,0.0,0
7,DT,A(mean),0.2309233318456776,-1.2855889167955328,eda,True,True,embedded,0.0,0
7,RF,A(mean),0.17412067926494199,-0.33877688264608713,eda,True,True,embedded,0.0,0
7,LR,V(std),,,eda,True,True,embedded,0.0,0
7,Lasso,V(std),,,eda,True,True,embedded,0.0,0
7,ElasticNet,V(std),,,eda,True,True,embedded,0.0,0
7,Ridge,V(std),,,eda,True,True,embedded,0.0,0
7,DT,V(std),,,eda,True,True,embedded,0.0,0
7,RF,V(std),,,eda,True,True,embedded,0.0,0
7,LR,A(std),0.0991409773706477,-0.08793814751981491,eda,True,True,embedded,0.0,0
7,Lasso,A(std),0.09813373855980559,-0.0643470340844858,eda,True,True,embedded,0.0,0
7,ElasticNet,A(std),0.09813373855980559,-0.0643470340844858,eda,True,True,embedded,0.0,0
7,Ridge,A(std),0.09912274506756577,-0.08748274686812296,eda,True,True,embedded,0.0,0
7,DT,A(std),0.1093307367192182,-0.431795096605229,eda,True,True,embedded,0.0,0
7,RF,A(std),0.10460080640462677,-0.23173593153128413,eda,True,True,embedded,0.0,0
8,LR,V(mean),0.11767509305556915,0.3783934848766694,fusion,True,False,none,0.0,0
8,Lasso,V(mean),0.15390767812904316,-0.042548487259705614,fusion,True,False,none,0.0,0
8,ElasticNet,V(mean),0.15390767812904316,-0.042548487259705614,fusion,True,False,none,0.0,0
8,Ridge,V(mean),0.1173694940292888,0.3816931850794111,fusion,True,False,none,0.0,0
8,DT,V(mean),0.13436284138274307,0.1667455177369354,fusion,True,False,none,0.0,0
8,RF,V(mean),0.13038230353730507,0.2514153638724827,fusion,True,False,none,0.0,0
8,LR,A(mean),0.10857820331993748,0.5599090856053124,fusion,True,False,none,0.0,0
8,Lasso,A(mean),0.17102362043958103,-0.027114635076742964,fusion,True,False,none,0.0,0
8,ElasticNet,A(mean),0.17102362043958103,-0.027114635076742964,fusion,True,False,none,0.0,0
8,Ridge,A(mean),0.10851495736118008,0.5604879319385639,fusion,True,False,none,0.0,0
8,DT,A(mean),0.13152537226120847,0.3851317008973082,fusion,True,False,none,0.0,0
8,RF,A(mean),0.1369391635778529,0.31840810071140535,fusion,True,False,none,0.0,0
8,LR,V(std),0.09870965274804634,-0.20786272193463873,fusion,True,False,none,0.0,0
8,Lasso,V(std),0.09151565573187517,-0.03100506406789356,fusion,True,False,none,0.0,0
8,ElasticNet,V(std),0.09151565573187517,-0.03100506406789356,fusion,True,False,none,0.0,0
8,Ridge,V(std),0.09828000636332423,-0.1947582295652172,fusion,True,False,none,0.0,0
8,DT,V(std),0.10053311602166434,-0.27254909006507544,fusion,True,False,none,0.0,0
8,RF,V(std),0.09020937123482767,-0.0076130317414483395,fusion,True,False,none,0.0,0
8,LR,A(std),0.09557582510720733,-0.04041420413869008,fusion,True,False,none,0.0,0
8,Lasso,A(std),0.09466246958326506,-0.019682916430861952,fusion,True,False,none,0.0,0
8,ElasticNet,A(std),0.09466246958326506,-0.019682916430861952,fusion,True,False,none,0.0,0
8,Ridge,A(std),0.0953300988106086,-0.0344308634986092,fusion,True,False,none,0.0,0
8,DT,A(std),0.09919904319029578,-0.1120726055820124,fusion,True,False,none,0.0,0
8,RF,A(std),0.08902385577814063,0.1036756183582546,fusion,True,False,none,0.0,0
9,LR,V(mean),0.11796677448053013,0.3738275685677578,fusion,True,True,Pearson,0.1,0
